Order ID,Sale date,Brand,Category,Sub- Category,Product Name,Sale price,Quantity,GST,Growth %,City,Region,State
ORD101533,21-10-2020,Bira 91,Beer,Strong Beer,Knock Out,1482.95,5,1313.29,8.85,Bengaluru,South,Karnataka
ORD101534,15-09-2022,Bira 91,Brandy,Regular Brandy,Mansion House,2213.39,9,3338.01,22.92,Siliguri,East,West Bengal
ORD101535,26-01-2021,Kingfisher,Brandy,Regular Brandy,Old Admiral,1607.89,9,2146.05,23.52,Mumbai,West,Maharashtra
ORD101536,03-08-2021,McDowell No.1,Vodka,Classic Vodka,Magic Moments,1321.08,1,75.23,20.28,Bengaluru,South,Karnataka
ORD101537,24-07-2020,Antiquity Blue,Vodka,Flavored Vodka,Absolut Raspberry,1920.45,10,1686.42,24.09,Ludhiana,North,Punjab
ORD101538,17-04-2025,Budweiser,Whisky,Blended,Imperial Blue,117.29,4,43.5,1.03,Ludhiana,North,Punjab
ORD101539,31-03-2021,Budweiser,Rum,Dark Rum,Captain Morgan,1120.01,1,156.57,23.88,Bengaluru,South,Karnataka
ORD101540,23-04-2021,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,1670.41,4,368.8,-5.09,Kolkata,East,West Bengal
ORD101541,09-04-2024,Bira 91,Whisky,Single Malt,Glenlivet 18,1636.26,11,2482.69,2.54,Jalandhar,North,Punjab
ORD101542,30-05-2021,McDowell No.1,Brandy,Regular Brandy,Old Admiral,222.96,5,84.02,-7.88,Bengaluru,South,Karnataka
ORD101543,11-04-2021,Kingfisher,Rum,Dark Rum,Captain Morgan,730.61,2,84.11,9,Kolkata,East,West Bengal
ORD101544,28-07-2021,Royal Stag,Beer,Mild Beer,Kingfisher Premium,2130.01,4,1423.91,2.36,Mysuru,South,Karnataka
ORD101545,08-10-2022,Budweiser,Whisky,Blended,Blenders Pride Reserve,1293.87,3,454.24,3.1,Mangalore,South,Karnataka
ORD101546,05-08-2022,Bira 91,Rum,White Rum,Malibu,714.74,7,481.59,16.91,Mysuru,South,Karnataka
ORD101547,26-11-2021,Blenders Pride,Whisky,Blended,Royal Challenge,537.95,1,64.34,-1.27,Delhi,North,Delhi
ORD101548,26-02-2021,Royal Stag,Brandy,Regular Brandy,Mansion House,2207.3,2,467.2,-14.51,Howrah,East,West Bengal
ORD101549,09-01-2021,Old Monk,Rum,Dark Rum,McDowell’s Celebration,2032.98,2,542.47,-2.13,Delhi,North,Delhi
ORD101550,27-07-2024,Old Monk,Brandy,Cognac,Hennessy VS,2255.9,7,2121.82,5.71,Ludhiana,North,Punjab
ORD101551,10-06-2023,Blenders Pride,Vodka,Classic Vodka,Magic Moments,1771.26,5,1183.26,-1.47,Jalandhar,North,Punjab
ORD101552,19-02-2022,Old Monk,Brandy,Cognac,Remy Martin VSOP,2107.77,2,551.42,17.57,Delhi,North,Delhi
ORD101553,10-09-2023,McDowell No.1,Rum,White Rum,Havana Club Anejo 3,2038.11,12,2272.2,-4.47,Mysuru,South,Karnataka
ORD101554,22-03-2021,Royal Stag,Brandy,Cognac,Martell VS,1813.17,11,2290.37,15.83,Jalandhar,North,Punjab
ORD101555,17-07-2024,McDowell No.1,Beer,Strong Beer,Thunderbolt,1322.04,12,1890.74,-8.36,Delhi,North,Delhi
ORD101556,21-07-2020,Royal Stag,Vodka,Flavored Vodka,Magic Moments Orange,816.31,8,1012.3,9.47,Delhi,North,Delhi
ORD101557,20-11-2023,McDowell No.1,Rum,Dark Rum,Captain Morgan,460.26,9,481.92,7.53,Chennai,South,Tamil Nadu
ORD101558,28-12-2020,Old Monk,Whisky,Scotch,Glenfiddich 12,860.5,4,371.31,21.09,Nagpur,West,Maharashtra
ORD101559,03-07-2024,Kingfisher,Brandy,Cognac,Martell VS,2024.87,1,101.94,24.39,Nagpur,West,Maharashtra
ORD101560,06-01-2021,Royal Stag,Brandy,Cognac,Martell VS,2499.92,10,1370.04,23.39,Siliguri,East,West Bengal
ORD101561,26-02-2022,Royal Stag,Rum,Dark Rum,Old Monk Gold Reserve,1194.24,12,815.27,18.95,Jalandhar,North,Punjab
ORD101562,09-12-2023,McDowell No.1,Brandy,Regular Brandy,Mansion House,1027.65,12,1548.52,19.08,Howrah,East,West Bengal
ORD101563,23-07-2023,McDowell No.1,Beer,Mild Beer,Budweiser,149.86,5,86.36,-12.84,Delhi,North,Delhi
ORD101564,13-01-2023,Old Monk,Vodka,Flavored Vodka,Smirnoff Green Apple,1703.35,9,1487.84,22.94,Howrah,East,West Bengal
ORD101565,14-03-2024,Kingfisher,Rum,Dark Rum,Captain Morgan,971.18,11,1224.61,24.54,Siliguri,East,West Bengal
ORD101566,26-09-2021,Bira 91,Whisky,Scotch,Chivas Regal 12,2094.43,11,2865.74,12.9,Siliguri,East,West Bengal
ORD101567,23-11-2021,Budweiser,Brandy,Cognac,Martell VS,144.03,1,15.13,16.35,Mysuru,South,Karnataka
ORD101568,28-11-2022,Kingfisher,Whisky,Scotch,Chivas Regal 12,1141.61,8,1247.18,-8.77,Delhi,North,Delhi
ORD101569,14-06-2020,Blenders Pride,Whisky,Blended,Royal Challenge,1230.52,1,76.85,-14.03,Kolkata,East,West Bengal
ORD101570,20-11-2021,Antiquity Blue,Beer,Mild Beer,Kingfisher Premium,2352.81,11,1756.86,9.19,Howrah,East,West Bengal
ORD101571,11-03-2025,McDowell No.1,Vodka,Classic Vodka,Magic Moments,901.35,9,1174.61,18.33,Delhi,North,Delhi
ORD101572,19-08-2020,Antiquity Blue,Rum,White Rum,Malibu,1553.04,9,2260.8,-0.69,Pune,West,Maharashtra
ORD101573,13-05-2021,Budweiser,Rum,Dark Rum,Captain Morgan,2076.86,3,406.68,16.59,Delhi,North,Delhi
ORD101574,14-04-2023,McDowell No.1,Beer,Strong Beer,Knock Out,514.03,4,128.43,10.06,Howrah,East,West Bengal
ORD101575,26-04-2023,Kingfisher,Whisky,Scotch,Glenfiddich 12,1795.31,12,3167.17,-5.13,Chennai,South,Tamil Nadu
ORD101576,25-06-2024,Bira 91,Rum,White Rum,Havana Club Anejo 3,171.81,5,111.72,-5.24,Delhi,North,Delhi
ORD101577,05-01-2025,Kingfisher,Vodka,Classic Vodka,Absolut Blue,291.83,10,238.61,-0.33,Jalandhar,North,Punjab
ORD101578,29-05-2020,Antiquity Blue,Rum,Dark Rum,McDowell’s Celebration,298.01,8,342.06,14.3,Mangalore,South,Karnataka
ORD101579,18-09-2021,McDowell No.1,Whisky,Blended,Royal Challenge,712.31,10,811.05,-13.19,Delhi,North,Delhi
ORD101580,21-10-2024,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,965.04,7,655.88,19.46,Madurai,South,Tamil Nadu
ORD101581,13-07-2022,Old Monk,Beer,Mild Beer,Bira 91 Blonde,1739.83,7,753.09,-0.19,Coimbatore,South,Tamil Nadu
ORD101582,26-05-2021,Kingfisher,Rum,Dark Rum,Old Monk Gold Reserve,942.8,2,250.13,-1.14,Nagpur,West,Maharashtra
ORD101583,03-01-2022,Old Monk,Whisky,Scotch,Ballantine’s Finest,2032.14,7,2229.55,16.87,Coimbatore,South,Tamil Nadu
ORD101584,13-08-2020,McDowell No.1,Beer,Mild Beer,Budweiser,1658.08,8,1369.52,-1.2,Madurai,South,Tamil Nadu
ORD101585,04-12-2024,Antiquity Blue,Brandy,Regular Brandy,Mansion House,1773.3,2,466.31,-4.76,Pune,West,Maharashtra
ORD101586,24-07-2020,Antiquity Blue,Vodka,Classic Vodka,Smirnoff No.21,1608.69,6,1377.23,-2.51,Amritsar,North,Punjab
ORD101587,09-10-2024,Old Monk,Whisky,Single Malt,Amrut Fusion,1682.37,12,1389.96,12.94,Coimbatore,South,Tamil Nadu
ORD101588,19-09-2024,Antiquity Blue,Vodka,Classic Vodka,Smirnoff No.21,1936.97,8,2611.24,15.33,Delhi,North,Delhi
ORD101589,30-08-2021,Royal Stag,Vodka,Flavored Vodka,Absolut Raspberry,1784.46,3,597.2,-9.29,Howrah,East,West Bengal
ORD101590,17-03-2022,McDowell No.1,Rum,Dark Rum,Old Monk Gold Reserve,592.61,7,652.97,11.22,Chennai,South,Tamil Nadu
ORD101591,21-06-2023,McDowell No.1,Whisky,Single Malt,Glenlivet 18,621.59,11,370.39,-5.61,Jalandhar,North,Punjab
ORD101592,05-05-2021,Budweiser,Brandy,Regular Brandy,Old Admiral,2329.37,11,2839.52,14.99,Mysuru,South,Karnataka
ORD101593,19-03-2022,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,628.41,5,227.12,15.49,Bengaluru,South,Karnataka
ORD101594,13-08-2020,Budweiser,Rum,White Rum,Bacardi Carta Blanca,1836.9,7,836.02,19.18,Delhi,North,Delhi
ORD101595,25-02-2023,Old Monk,Rum,Dark Rum,McDowell’s Celebration,590.38,5,497.71,-7.83,Nagpur,West,Maharashtra
ORD101596,18-07-2021,Royal Stag,Brandy,Cognac,Hennessy VS,1870.27,1,219.25,20.67,Siliguri,East,West Bengal
ORD101597,27-03-2022,Antiquity Blue,Vodka,Classic Vodka,Smirnoff No.21,2056.43,3,725.69,16.61,Madurai,South,Tamil Nadu
ORD101598,28-01-2021,Kingfisher,Vodka,Classic Vodka,Absolut Blue,959.64,6,733.24,-11.9,Pune,West,Maharashtra
ORD101599,11-06-2021,McDowell No.1,Whisky,Blended,Royal Challenge,659.16,2,148.49,10.61,Madurai,South,Tamil Nadu
ORD101600,23-08-2022,Budweiser,Beer,Mild Beer,Bira 91 Blonde,1090.38,10,1626.45,16.1,Pune,West,Maharashtra
ORD101601,11-09-2022,Blenders Pride,Vodka,Classic Vodka,Magic Moments,406.28,11,577.35,12.08,Pune,West,Maharashtra
ORD101602,18-06-2024,Budweiser,Vodka,Flavored Vodka,Magic Moments Orange,2351.84,9,1952.85,-8.19,Howrah,East,West Bengal
ORD101603,23-01-2022,Antiquity Blue,Beer,Mild Beer,Budweiser,1544.65,4,651.93,-2.19,Coimbatore,South,Tamil Nadu
ORD101604,23-02-2021,Bira 91,Brandy,Regular Brandy,McDowell No.1 Brandy,2458.31,2,419.68,-5.82,Madurai,South,Tamil Nadu
ORD101605,01-05-2023,Budweiser,Rum,Dark Rum,Captain Morgan,1161.71,7,925.78,23.63,Mumbai,West,Maharashtra
ORD101606,21-01-2025,Kingfisher,Beer,Mild Beer,Kingfisher Premium,165.79,3,59.05,-0.19,Kolkata,East,West Bengal
ORD101607,14-11-2022,Blenders Pride,Brandy,Regular Brandy,Old Admiral,1804.6,9,2874.8,-1.53,Kolkata,East,West Bengal
ORD101608,04-05-2024,Royal Stag,Vodka,Flavored Vodka,Absolut Raspberry,824.53,4,205.08,-8.99,Bengaluru,South,Karnataka
ORD101609,01-08-2024,Kingfisher,Brandy,Regular Brandy,Old Admiral,175.84,9,236.25,7.99,Amritsar,North,Punjab
ORD101610,28-01-2024,McDowell No.1,Rum,White Rum,Havana Club Anejo 3,1599.44,4,865.97,0.19,Bengaluru,South,Karnataka
ORD101611,22-09-2024,Royal Stag,Brandy,Cognac,Martell VS,2184.13,10,3454.2,-0.93,Mysuru,South,Karnataka
ORD101612,08-10-2023,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,447,5,119.28,-13.4,Mumbai,West,Maharashtra
ORD101613,03-01-2022,Kingfisher,Whisky,Scotch,Chivas Regal 12,1124.7,2,164.52,-3.79,Kolkata,East,West Bengal
ORD101614,30-06-2022,Budweiser,Whisky,Single Malt,Paul John Brilliance,636.87,3,293.31,22.47,Coimbatore,South,Tamil Nadu
ORD101615,02-11-2021,Blenders Pride,Rum,Dark Rum,Captain Morgan,1618.21,11,3054.23,10.71,Mangalore,South,Karnataka
ORD101616,18-01-2022,Old Monk,Whisky,Scotch,Chivas Regal 12,1266.28,8,1117.57,6.5,Howrah,East,West Bengal
ORD101617,04-10-2022,Bira 91,Beer,Strong Beer,Thunderbolt,662.35,7,493,-2.1,Delhi,North,Delhi
ORD101618,16-09-2023,Kingfisher,Brandy,Cognac,Remy Martin VSOP,273.11,9,270.84,12,Amritsar,North,Punjab
ORD101619,29-03-2021,McDowell No.1,Brandy,Regular Brandy,Mansion House,2282.58,5,799.21,12.92,Ludhiana,North,Punjab
ORD101620,01-05-2025,Old Monk,Brandy,Cognac,Martell VS,516.94,5,138.82,2.9,Nagpur,West,Maharashtra
ORD101621,13-05-2025,Blenders Pride,Vodka,Classic Vodka,Absolut Blue,2427.2,9,2840.71,12.4,Kolkata,East,West Bengal
ORD101622,07-01-2023,Budweiser,Brandy,Cognac,Hennessy VS,1078.49,5,648.42,9.95,Amritsar,North,Punjab
ORD101623,10-10-2021,Old Monk,Beer,Strong Beer,Kingfisher Strong,511.43,9,467.21,14.07,Amritsar,North,Punjab
ORD101624,12-02-2022,Bira 91,Whisky,Single Malt,Amrut Fusion,599.55,10,699.99,20.68,Delhi,North,Delhi
ORD101625,07-07-2024,Budweiser,Beer,Strong Beer,Kingfisher Strong,1622.43,2,406.98,19.82,Ludhiana,North,Punjab
ORD101626,20-01-2024,Blenders Pride,Vodka,Flavored Vodka,Smirnoff Green Apple,126.13,12,235.45,-0.83,Delhi,North,Delhi
ORD101627,29-02-2024,Blenders Pride,Vodka,Flavored Vodka,Smirnoff Green Apple,940.24,10,588.06,-4.86,Ludhiana,North,Punjab
ORD101628,21-12-2023,Blenders Pride,Brandy,Regular Brandy,Old Admiral,157.79,2,20.12,-9.21,Amritsar,North,Punjab
ORD101629,05-09-2022,Kingfisher,Whisky,Blended,Royal Challenge,175.71,9,264.69,-8.92,Pune,West,Maharashtra
ORD101630,29-01-2023,Old Monk,Beer,Strong Beer,Thunderbolt,1149.75,7,738.34,17.79,Ludhiana,North,Punjab
ORD101631,13-04-2021,Royal Stag,Vodka,Classic Vodka,Absolut Blue,1162.1,7,832.48,18.71,Chennai,South,Tamil Nadu
ORD101632,17-08-2023,Budweiser,Vodka,Flavored Vodka,Magic Moments Orange,1564.38,11,1647.86,9.04,Mysuru,South,Karnataka
ORD101633,07-01-2024,Budweiser,Brandy,Regular Brandy,McDowell No.1 Brandy,2303.02,4,571.48,7.49,Nagpur,West,Maharashtra
ORD101634,24-01-2022,Royal Stag,Vodka,Classic Vodka,Absolut Blue,1105.23,2,249.55,16.75,Chennai,South,Tamil Nadu
ORD101635,11-03-2025,Bira 91,Beer,Strong Beer,Kingfisher Strong,185.81,3,40.25,5.97,Nagpur,West,Maharashtra
ORD101636,15-05-2023,McDowell No.1,Whisky,Single Malt,Paul John Brilliance,1159.75,8,1286.74,19.16,Bengaluru,South,Karnataka
ORD101637,19-07-2023,Old Monk,Whisky,Blended,Blenders Pride Reserve,1179.68,11,1566.25,21.38,Pune,West,Maharashtra
ORD101638,29-11-2020,Budweiser,Vodka,Flavored Vodka,Absolut Raspberry,1557.93,5,1360.27,14.34,Mysuru,South,Karnataka
ORD101639,10-03-2024,Blenders Pride,Beer,Mild Beer,Bira 91 Blonde,156.82,11,212.6,1.06,Jalandhar,North,Punjab
ORD101640,15-10-2021,Old Monk,Rum,Dark Rum,Captain Morgan,2028.02,8,2840.84,10.27,Mangalore,South,Karnataka
ORD101641,26-08-2020,Kingfisher,Brandy,Regular Brandy,Mansion House,200.57,4,84.76,24.51,Siliguri,East,West Bengal
ORD101642,18-09-2024,Budweiser,Whisky,Scotch,Glenfiddich 12,917.01,1,100.97,6.56,Delhi,North,Delhi
ORD101643,09-07-2022,Antiquity Blue,Beer,Strong Beer,Kingfisher Strong,1045.78,12,1619.37,18.71,Bengaluru,South,Karnataka
ORD101644,11-05-2025,Antiquity Blue,Whisky,Blended,Imperial Blue,2182.82,10,3600.08,16.68,Kolkata,East,West Bengal
ORD101645,08-11-2023,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,822.13,5,420.92,20.08,Howrah,East,West Bengal
ORD101646,11-11-2022,Bira 91,Vodka,Flavored Vodka,Magic Moments Orange,838.14,11,846.53,22.33,Coimbatore,South,Tamil Nadu
ORD101647,17-11-2024,Kingfisher,Brandy,Regular Brandy,Mansion House,910.84,10,704.17,-14.43,Siliguri,East,West Bengal
ORD101648,13-05-2023,Royal Stag,Vodka,Flavored Vodka,Smirnoff Green Apple,2394.64,5,1120.41,-7.75,Nagpur,West,Maharashtra
ORD101649,03-10-2023,Old Monk,Brandy,Regular Brandy,Old Admiral,1306.32,11,1012.7,-6.37,Delhi,North,Delhi
ORD101650,15-08-2020,Antiquity Blue,Rum,White Rum,Havana Club Anejo 3,1193.95,2,408.15,2.02,Howrah,East,West Bengal
ORD101651,05-05-2021,Budweiser,Rum,Dark Rum,Old Monk Gold Reserve,1211.49,5,951.09,-9.03,Ludhiana,North,Punjab
ORD101652,23-11-2021,Bira 91,Beer,Strong Beer,Knock Out,627.29,11,1067.93,21.29,Jalandhar,North,Punjab
ORD101653,10-02-2023,Antiquity Blue,Whisky,Single Malt,Amrut Fusion,107.77,6,101.05,2.38,Siliguri,East,West Bengal
ORD101654,08-01-2024,Blenders Pride,Brandy,Regular Brandy,McDowell No.1 Brandy,1946.71,9,2198.08,-8.52,Delhi,North,Delhi
ORD101655,12-12-2021,Old Monk,Beer,Mild Beer,Budweiser,923.07,3,165.03,5.05,Delhi,North,Delhi
ORD101656,30-05-2023,Antiquity Blue,Beer,Strong Beer,Thunderbolt,101.1,3,34.89,-9.65,Ludhiana,North,Punjab
ORD101657,15-06-2022,Blenders Pride,Rum,White Rum,Malibu,1996.68,4,538.82,5.6,Coimbatore,South,Tamil Nadu
ORD101658,25-12-2020,McDowell No.1,Beer,Strong Beer,Thunderbolt,1062.44,10,1600.22,-0.5,Bengaluru,South,Karnataka
ORD101659,13-03-2022,Budweiser,Whisky,Scotch,Ballantine’s Finest,1844.75,2,593.81,21.57,Bengaluru,South,Karnataka
ORD101660,12-07-2023,Royal Stag,Brandy,Regular Brandy,McDowell No.1 Brandy,772.77,1,43.26,24.69,Ludhiana,North,Punjab
ORD101661,13-07-2023,Blenders Pride,Vodka,Flavored Vodka,Magic Moments Orange,2004.35,10,2778.51,15.85,Siliguri,East,West Bengal
ORD101662,07-08-2021,Antiquity Blue,Vodka,Flavored Vodka,Absolut Raspberry,2479.56,8,1588.71,7.71,Ludhiana,North,Punjab
ORD101663,15-01-2023,Royal Stag,Whisky,Blended,Royal Challenge,1506.82,9,1344.88,-10.69,Pune,West,Maharashtra
ORD101664,28-05-2021,Old Monk,Rum,White Rum,Bacardi Carta Blanca,2198.73,9,3050.88,1.92,Mumbai,West,Maharashtra
ORD101665,12-06-2020,Blenders Pride,Vodka,Classic Vodka,Absolut Blue,213.99,4,111.98,-11.61,Siliguri,East,West Bengal
ORD101666,28-01-2023,Budweiser,Rum,White Rum,Havana Club Anejo 3,410.34,4,145.15,21.37,Nagpur,West,Maharashtra
ORD101667,16-06-2020,Budweiser,Vodka,Classic Vodka,Magic Moments,1066.6,2,167.02,24.73,Delhi,North,Delhi
ORD101668,01-03-2023,Old Monk,Rum,Dark Rum,McDowell’s Celebration,2237.51,3,722.67,0.16,Amritsar,North,Punjab
ORD101669,09-03-2022,Bira 91,Vodka,Classic Vodka,Smirnoff No.21,2155.81,4,1102.52,15.21,Howrah,East,West Bengal
ORD101670,28-04-2024,Royal Stag,Rum,Dark Rum,Old Monk Gold Reserve,777.42,8,1105.58,19.03,Pune,West,Maharashtra
ORD101671,12-03-2025,Kingfisher,Whisky,Blended,Imperial Blue,345.51,1,57.81,-0.96,Mumbai,West,Maharashtra
ORD101672,07-02-2023,Budweiser,Brandy,Regular Brandy,McDowell No.1 Brandy,568.93,4,154.57,5.85,Bengaluru,South,Karnataka
ORD101673,06-05-2022,McDowell No.1,Brandy,Regular Brandy,Old Admiral,2119.26,4,691.62,-6.41,Kolkata,East,West Bengal
ORD101674,21-02-2025,Kingfisher,Whisky,Scotch,Chivas Regal 12,243.61,5,146.19,19.19,Pune,West,Maharashtra
ORD101675,05-12-2020,Antiquity Blue,Vodka,Flavored Vodka,Absolut Raspberry,1129.58,11,1400.24,-11.13,Pune,West,Maharashtra
ORD101676,24-08-2023,Old Monk,Whisky,Single Malt,Glenlivet 18,1402.43,1,245.33,2.54,Mumbai,West,Maharashtra
ORD101677,12-10-2022,Blenders Pride,Rum,Dark Rum,Captain Morgan,973.54,11,956.1,3.34,Delhi,North,Delhi
ORD101678,04-03-2022,McDowell No.1,Brandy,Cognac,Martell VS,881.22,5,468.49,11.54,Ludhiana,North,Punjab
ORD101679,07-11-2024,Antiquity Blue,Brandy,Cognac,Martell VS,1424.13,8,1246.87,2.76,Delhi,North,Delhi
ORD101680,20-03-2022,Budweiser,Rum,Dark Rum,Captain Morgan,590.89,3,204.44,4.59,Jalandhar,North,Punjab
ORD101681,29-03-2021,Kingfisher,Brandy,Regular Brandy,Mansion House,2189.24,9,1988.84,10.86,Nagpur,West,Maharashtra
ORD101682,19-02-2025,Blenders Pride,Brandy,Cognac,Hennessy VS,365.78,1,19,-3.45,Delhi,North,Delhi
ORD101683,24-09-2022,Kingfisher,Rum,Dark Rum,Old Monk Gold Reserve,279.7,3,85.24,8.29,Madurai,South,Tamil Nadu
ORD101684,01-01-2021,Royal Stag,Brandy,Cognac,Martell VS,217.9,4,141.55,9.65,Mumbai,West,Maharashtra
ORD101685,01-04-2025,McDowell No.1,Brandy,Cognac,Hennessy VS,1162.06,6,599.92,13.65,Jalandhar,North,Punjab
ORD101686,15-12-2023,Antiquity Blue,Brandy,Cognac,Martell VS,1076.27,2,245.97,15.33,Chennai,South,Tamil Nadu
ORD101687,26-01-2024,Antiquity Blue,Beer,Mild Beer,Budweiser,1354.05,6,710.06,23.4,Howrah,East,West Bengal
ORD101688,26-01-2023,Royal Stag,Rum,White Rum,Bacardi Carta Blanca,740.1,1,129.86,0.53,Delhi,North,Delhi
ORD101689,02-02-2023,Royal Stag,Brandy,Cognac,Hennessy VS,293.51,10,239.79,-1.42,Bengaluru,South,Karnataka
ORD101690,19-01-2022,Old Monk,Beer,Strong Beer,Knock Out,1223.83,7,736.44,8.94,Coimbatore,South,Tamil Nadu
ORD101691,16-01-2022,Kingfisher,Rum,White Rum,Bacardi Carta Blanca,475.08,12,548.45,3.54,Jalandhar,North,Punjab
ORD101692,15-10-2020,Bira 91,Beer,Mild Beer,Budweiser,1998.85,9,2509.02,-4.68,Delhi,North,Delhi
ORD101693,26-07-2024,Royal Stag,Brandy,Cognac,Martell VS,378.33,12,695.49,18.71,Bengaluru,South,Karnataka
ORD101694,10-08-2024,Blenders Pride,Vodka,Classic Vodka,Absolut Blue,773.24,11,837.5,-5.77,Howrah,East,West Bengal
ORD101695,06-10-2020,Royal Stag,Rum,White Rum,Malibu,1978.98,2,232.31,12.18,Siliguri,East,West Bengal
ORD101696,13-09-2022,Bira 91,Vodka,Classic Vodka,Smirnoff No.21,1716.74,10,2386.74,23.84,Delhi,North,Delhi
ORD101697,13-12-2023,Antiquity Blue,Brandy,Cognac,Hennessy VS,1513.98,8,1629.3,-14.19,Coimbatore,South,Tamil Nadu
ORD101698,19-05-2021,Blenders Pride,Whisky,Blended,Royal Challenge,790.89,12,496.6,15.57,Howrah,East,West Bengal
ORD101699,03-06-2021,Kingfisher,Whisky,Scotch,Chivas Regal 12,300.94,3,109.61,-0.53,Siliguri,East,West Bengal
ORD101700,20-03-2024,Bira 91,Whisky,Single Malt,Paul John Brilliance,214.11,6,209.44,-7.8,Delhi,North,Delhi
ORD101701,27-10-2021,Budweiser,Brandy,Cognac,Hennessy VS,704.06,9,855.78,15.35,Ludhiana,North,Punjab
ORD101702,23-02-2023,Royal Stag,Rum,White Rum,Bacardi Carta Blanca,2197.89,7,1932.98,-12.83,Kolkata,East,West Bengal
ORD101703,16-08-2023,Kingfisher,Rum,White Rum,Malibu,643.57,7,508.4,9.57,Kolkata,East,West Bengal
ORD101704,18-05-2022,McDowell No.1,Whisky,Blended,Imperial Blue,2342.85,12,3221.05,10.5,Siliguri,East,West Bengal
ORD101705,08-04-2025,Bira 91,Whisky,Single Malt,Amrut Fusion,1073.57,4,567.46,-14.94,Coimbatore,South,Tamil Nadu
ORD101706,19-07-2020,Blenders Pride,Vodka,Classic Vodka,Magic Moments,1525.51,5,1117.37,5.89,Mysuru,South,Karnataka
ORD101707,16-10-2022,Kingfisher,Rum,Dark Rum,McDowell’s Celebration,693.28,6,480.95,20.6,Delhi,North,Delhi
ORD101708,08-07-2020,Antiquity Blue,Vodka,Flavored Vodka,Smirnoff Green Apple,2056.27,5,1515.3,15.27,Ludhiana,North,Punjab
ORD101709,06-04-2025,Antiquity Blue,Vodka,Classic Vodka,Magic Moments,2416.34,8,2414.44,-13.74,Bengaluru,South,Karnataka
ORD101710,28-05-2020,McDowell No.1,Brandy,Cognac,Remy Martin VSOP,1526.48,12,2867.74,24.35,Mangalore,South,Karnataka
ORD101711,17-04-2024,Bira 91,Brandy,Regular Brandy,Old Admiral,383.5,11,236.78,10.22,Chennai,South,Tamil Nadu
ORD101712,14-10-2022,Antiquity Blue,Beer,Mild Beer,Bira 91 Blonde,525.25,4,140.88,-7.24,Jalandhar,North,Punjab
ORD101713,25-06-2021,Kingfisher,Whisky,Blended,Blenders Pride Reserve,1035.46,9,1107.12,-1.07,Coimbatore,South,Tamil Nadu
ORD101714,17-10-2023,McDowell No.1,Beer,Strong Beer,Knock Out,1405.1,10,986.54,-11.53,Mysuru,South,Karnataka
ORD101715,05-09-2020,Antiquity Blue,Brandy,Cognac,Remy Martin VSOP,675.2,9,839.58,13.16,Amritsar,North,Punjab
ORD101716,26-11-2024,Royal Stag,Rum,Dark Rum,McDowell’s Celebration,979.88,10,1664.32,16.85,Mangalore,South,Karnataka
ORD101717,07-11-2024,Bira 91,Beer,Mild Beer,Budweiser,173.44,7,159.98,-9.48,Delhi,North,Delhi
ORD101718,12-09-2020,Budweiser,Vodka,Classic Vodka,Magic Moments,613.99,2,217.72,17.23,Delhi,North,Delhi
ORD101719,28-03-2023,Blenders Pride,Rum,White Rum,Havana Club Anejo 3,899.19,2,258.77,16.89,Kolkata,East,West Bengal
ORD101720,03-07-2020,Bira 91,Beer,Strong Beer,Knock Out,306.72,1,17.01,13.04,Pune,West,Maharashtra
ORD101721,15-12-2020,Old Monk,Vodka,Classic Vodka,Magic Moments,1053.02,10,1000.79,20.98,Howrah,East,West Bengal
ORD101722,12-05-2024,Royal Stag,Rum,White Rum,Bacardi Carta Blanca,1302.66,4,395.04,22.36,Mangalore,South,Karnataka
ORD101723,05-03-2021,Budweiser,Whisky,Blended,Royal Challenge,755.05,9,1189.55,13.91,Pune,West,Maharashtra
ORD101724,24-11-2023,Antiquity Blue,Vodka,Flavored Vodka,Magic Moments Orange,803.84,3,253.65,2.57,Mangalore,South,Karnataka
ORD101725,05-12-2022,Bira 91,Vodka,Flavored Vodka,Magic Moments Orange,437.92,10,219.53,-0.86,Ludhiana,North,Punjab
ORD101726,14-09-2022,Bira 91,Whisky,Blended,Blenders Pride Reserve,1032.88,2,139.4,14.5,Delhi,North,Delhi
ORD101727,24-01-2023,Old Monk,Rum,Dark Rum,Old Monk Gold Reserve,1093.59,10,563.88,5.46,Coimbatore,South,Tamil Nadu
ORD101728,23-04-2023,Old Monk,Rum,White Rum,Havana Club Anejo 3,1469.56,3,565.53,-11.4,Ludhiana,North,Punjab
ORD101729,09-10-2023,Kingfisher,Beer,Mild Beer,Bira 91 Blonde,1578.38,5,666.91,2.89,Ludhiana,North,Punjab
ORD101730,16-01-2021,Kingfisher,Whisky,Single Malt,Glenlivet 18,1525.25,12,2771.05,0,Pune,West,Maharashtra
ORD101731,05-02-2025,Kingfisher,Whisky,Single Malt,Glenlivet 18,2139.93,7,783.28,-0.16,Delhi,North,Delhi
ORD101732,11-01-2023,Bira 91,Rum,Dark Rum,Captain Morgan,2374.35,12,3884.33,-6.63,Amritsar,North,Punjab
